Date,Country,place,Tweet language (ISO 639-1)
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Asturias,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Palencia,es
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,en
18-04-2016,ES,Palencia,es
18-04-2016,ES,Granada,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Leon,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Avila,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Huelva,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,La Coruna,en
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Avila,es
18-04-2016,ES,Valladolid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,pt
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,pt
18-04-2016,ES,Huelva,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Alicante,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Huesca,es
18-04-2016,ES,Burgos,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Alicante,es
18-04-2016,ES,Albacete,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Caceres,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Salamanca,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,it
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Granada,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,pt
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Lugo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Valencia,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,tr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,La Coruna,pt
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,pt
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Tarragona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Salamanca,en
18-04-2016,ES,Madrid,pt
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Cadiz,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Guadalajara,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Cadiz,es
18-04-2016,ES,Granada,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Segovia,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Albacete,es
18-04-2016,ES,Huelva,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Ciudad Real,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Pontevedra,en
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Toledo,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,tr
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Granada,es
18-04-2016,ES,Leon,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Jaen,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Alicante,en
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,it
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Pontevedra,es
18-04-2016,ES,Leon,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Ciudad Real,en
18-04-2016,ES,Madrid,da
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Murcia,sv
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Salamanca,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Murcia,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Lugo,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Baleares,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Tarragona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Burgos,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Jaen,es
18-04-2016,ES,Huesca,es
18-04-2016,ES,Murcia,en
18-04-2016,ES,Huelva,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Tarragona,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Burgos,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Leon,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Tarragona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Murcia,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Soria,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,pt
18-04-2016,ES,Madrid,es
18-04-2016,ES,Cuenca,pt
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Soria,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Cadiz,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Avila,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,pt
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Albacete,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Salamanca,pt
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Alicante,en
18-04-2016,ES,Jaen,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Albacete,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Tarragona,es
18-04-2016,ES,Badajoz,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Alicante,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,fr
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Madrid,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Avila,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Avila,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Tarragona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valladolid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Avila,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Toledo,en
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Toledo,en
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,pt
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Salamanca,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Leon,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Huelva,en
18-04-2016,ES,Burgos,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Valencia,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Huelva,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Avila,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Tarragona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,en
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Jaen,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Alicante,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,pt
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Toledo,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,La Coruna,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Barcelona,pt
18-04-2016,ES,Cadiz,it
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Jaen,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,da
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Lugo,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,pt
18-04-2016,ES,Madrid,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Huelva,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Valencia,pt
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,fr
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Madrid,es
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Badajoz,pt
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Toledo,en
18-04-2016,ES,Granada,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Toledo,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Madrid,it
18-04-2016,ES,Valencia,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Lugo,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Caceres,es
18-04-2016,ES,Toledo,es
18-04-2016,ES,Lugo,es
18-04-2016,ES,Guadalajara,es
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Granada,es
18-04-2016,ES,Barcelona,en
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Salamanca,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Teruel,en
18-04-2016,ES,Malaga,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Badajoz,es
18-04-2016,ES,Madrid,en
18-04-2016,ES,Barcelona,pt
18-04-2016,ES,Murcia,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Madrid,es
18-04-2016,ES,Lerida,en
18-04-2016,ES,Valencia,es
18-04-2016,ES,Valencia,es
18-04-2016,ES,Alicante,es
18-04-2016,ES,Barcelona,es
18-04-2016,ES,Madrid,it
18-04-2016,ES,Madrid,es
18-04-2016,ES,Pontevedra,es
